actor_loss,frame,step,total_time
42.189186096191406,0,0.0,2.842257022857666
33.005221508517124,100,100.0,3.236994981765747
20.857295838913114,200,200.0,3.6362531185150146
10.468312924451167,300,300.0,4.028303861618042
5.00194782077676,400,400.0,4.42936897277832
2.3673482177281144,500,500.0,4.828140020370483
1.2469740946694177,600,600.0,5.221214056015015
0.6287410117612027,700,700.0,5.616077899932861
0.25813980098112976,800,800.0,6.007365942001343
0.0635017672793405,900,900.0,6.387385845184326
-0.1965379187708149,1000,1000.0,6.770768880844116
-0.3168301913555306,1100,1100.0,7.221343040466309
-0.40251691373858123,1200,1200.0,7.867347955703735
-0.5193729134331836,1300,1300.0,8.511964082717896
-0.5938903000390175,1400,1400.0,9.123059034347534
-0.6069719480110867,1500,1500.0,9.722274780273438
-0.7084261359702243,1600,1600.0,10.365113019943237
-0.7176219300173297,1700,1700.0,10.979767084121704
-0.7194124812831973,1800,1800.0,11.618257999420166
-0.748144802480641,1900,1900.0,12.26537299156189
-0.7897080475150948,2000,2000.0,13.203590869903564
-0.8072424277220622,2100,2100.0,13.718111038208008
-0.8276159878414456,2200,2200.0,14.324997901916504
-0.8660866106205648,2300,2300.0,14.95799207687378
-0.8320614851937436,2400,2400.0,15.561676025390625
-0.8712482304856328,2500,2500.0,16.173125982284546
-0.8426157690510891,2600,2600.0,16.79587483406067
-0.9156064582933293,2700,2700.0,17.413111925125122
-0.8943858701403778,2800,2800.0,18.027833938598633
-0.902684709665799,2900,2900.0,18.655972957611084
-0.9258128639937627,3000,3000.0,19.27896499633789
-0.901886069686106,3100,3100.0,19.88481903076172
-0.913192709705027,3200,3200.0,20.50866389274597
-0.9048160231939637,3300,3300.0,21.13631296157837
-0.9313810069372158,3400,3400.0,21.77951693534851
-0.9819384081528919,3500,3500.0,22.460097789764404
-0.9936092549031323,3600,3600.0,23.12302803993225
-0.9395321244650549,3700,3700.0,23.771424055099487
-0.9974797987701869,3800,3800.0,24.387830018997192
-1.00057023394816,3900,3900.0,25.00587511062622
-0.992461097122419,4000,4000.0,25.956666946411133
-0.9638523314848985,4100,4100.0,26.46309518814087
-1.00654139377103,4200,4200.0,27.09120798110962
-1.0041476632698927,4300,4300.0,27.697832107543945
-0.9937847994341709,4400,4400.0,28.31120800971985
-0.9838972274619754,4500,4500.0,28.924418926239014
-0.9789890098099662,4600,4600.0,29.54386806488037
-1.0053490164256331,4700,4700.0,30.159847021102905
-1.0003412599020665,4800,4800.0,30.796359062194824
-0.9906132829071271,4900,4900.0,31.43090319633484
-1.0216844137942438,5000,5000.0,32.04457879066467
-1.0401333709164422,5100,5100.0,32.660441875457764
-1.0089154311335913,5200,5200.0,33.26816177368164
-1.017299456023934,5300,5300.0,33.894980907440186
-0.9822354033441827,5400,5400.0,34.531059980392456
-1.0503214603603477,5500,5500.0,35.1462299823761
-1.0433912752288403,5600,5600.0,35.77629017829895
-1.001010922217133,5700,5700.0,36.383047103881836
-1.0670560858037212,5800,5800.0,36.99614596366882
-1.0269279996357341,5900,5900.0,37.6213698387146
-1.029876467615071,6000,6000.0,38.810874938964844
-1.025207930567241,6100,6100.0,39.25125312805176
-1.0283768498661494,6200,6200.0,39.87872004508972
-1.0611409279379513,6300,6300.0,40.50114393234253
-1.000255690057679,6400,6400.0,41.136542081832886
-1.0075640339072387,6500,6500.0,41.773173093795776
-1.0228394842383886,6600,6600.0,42.43822693824768
-1.0363093393273872,6700,6700.0,43.09728193283081
-1.0536644110585203,6800,6800.0,43.733461141586304
-1.047292155794578,6900,6900.0,44.38868308067322
-1.017719821174546,7000,7000.0,45.02039694786072
-1.0277515345870858,7100,7100.0,45.665228843688965
-1.0319115144781548,7200,7200.0,46.32835793495178
-1.0169742641472581,7300,7300.0,46.96927499771118
-1.0226308939480546,7400,7400.0,47.59599184989929
-1.0495463140530161,7500,7500.0,48.20913481712341
-1.0101886955228183,7600,7600.0,48.8324019908905
-0.9942393187839206,7700,7700.0,49.45956206321716
-1.0803356831616695,7800,7800.0,50.073890924453735
-1.0568719951823207,7900,7900.0,50.70633101463318
-1.046748678873081,8000,8000.0,51.70252203941345
-1.095588359797355,8100,8100.0,52.474350929260254
-1.0462252898971633,8200,8200.0,53.550344944000244
-1.0927465833207168,8300,8300.0,54.49018096923828
-1.028530555343864,8400,8400.0,55.10384488105774
-1.0805162772683814,8500,8500.0,55.708503007888794
-1.1088002303449234,8600,8600.0,56.327412128448486
-1.0754877237400207,8700,8700.0,56.951021909713745
-1.070613916557614,8800,8800.0,58.13904595375061
-1.0714791231226213,8900,8900.0,58.77359485626221
-1.086187901768354,9000,9000.0,59.4383819103241
-1.1331703220263567,9100,9100.0,60.0574688911438
-1.0947354937543963,9200,9200.0,60.68340992927551
-1.0427079938425876,9300,9300.0,61.295944929122925
-1.0915020553782435,9400,9400.0,61.90391397476196
-1.0882731392832086,9500,9500.0,62.523147106170654
-1.0886373443178612,9600,9600.0,63.16535782814026
-1.0821993693266765,9700,9700.0,63.78507709503174
-1.0938253992854958,9800,9800.0,64.38972091674805
-1.0819751118669416,9900,9900.0,65.03185105323792
-1.0937646792666746,10000,10000.0,65.96318793296814
-1.0662263923942452,10100,10100.0,66.48106598854065
-1.085616237161183,10200,10200.0,67.10026001930237
-1.0758535578699395,10300,10300.0,67.80477595329285
-1.075961154876369,10400,10400.0,68.6511480808258
-1.084570170924215,10500,10500.0,69.29205298423767
-1.1018812553127213,10600,10600.0,69.93099308013916
-1.1054592027817622,10700,10700.0,70.57589197158813
-1.1253153764375365,10800,10800.0,71.22308111190796
